	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16
363	CompSci 206 SCI COMPUTING	CompSci 206 SCI COMPUTING	CompSci 206 SCI COMPUTING	CompSci 206 SCI COMPUTING	CompSci 206 SCI COMPUTING	CompSci 206 SCI COMPUTING	CompSci 206 SCI COMPUTING	CompSci 206 SCI COMPUTING	CompSci 206 SCI COMPUTING	CompSci 206 SCI COMPUTING	CompSci 206 SCI COMPUTING	CompSci 206 SCI COMPUTING	CompSci 206 SCI COMPUTING	CompSci 206 SCI COMPUTING	CompSci 206 SCI COMPUTING	CompSci 206 SCI COMPUTING	CompSci 206 SCI COMPUTING
364	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
365	34620	Lec	A	4	XIE, X.STAFF	MW 9:30-10:50	ICS 180	TBA	52	23	0	35	0	K and L	Bookstore		OPEN
366																	
367	CompSci 219S SEM GRAPH AND VIS	CompSci 219S SEM GRAPH AND VIS	CompSci 219S SEM GRAPH AND VIS	CompSci 219S SEM GRAPH AND VIS	CompSci 219S SEM GRAPH AND VIS	CompSci 219S SEM GRAPH AND VIS	CompSci 219S SEM GRAPH AND VIS	CompSci 219S SEM GRAPH AND VIS	CompSci 219S SEM GRAPH AND VIS	CompSci 219S SEM GRAPH AND VIS	CompSci 219S SEM GRAPH AND VIS	CompSci 219S SEM GRAPH AND VIS	CompSci 219S SEM GRAPH AND VIS	CompSci 219S SEM GRAPH AND VIS	CompSci 219S SEM GRAPH AND VIS	CompSci 219S SEM GRAPH AND VIS	CompSci 219S SEM GRAPH AND VIS
368	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
369	34630	Sem	A	2	MEENAKSHISUNDA, G.	TBA	TBA	TBA	30	1	0	1	0	L and S	Bookstore		OPEN
370																	
371	CompSci 232 CMPTR & COMM NTWRKS	CompSci 232 CMPTR & COMM NTWRKS	CompSci 232 CMPTR & COMM NTWRKS	CompSci 232 CMPTR & COMM NTWRKS	CompSci 232 CMPTR & COMM NTWRKS	CompSci 232 CMPTR & COMM NTWRKS	CompSci 232 CMPTR & COMM NTWRKS	CompSci 232 CMPTR & COMM NTWRKS	CompSci 232 CMPTR & COMM NTWRKS	CompSci 232 CMPTR & COMM NTWRKS	CompSci 232 CMPTR & COMM NTWRKS	CompSci 232 CMPTR & COMM NTWRKS	CompSci 232 CMPTR & COMM NTWRKS	CompSci 232 CMPTR & COMM NTWRKS	CompSci 232 CMPTR & COMM NTWRKS	CompSci 232 CMPTR & COMM NTWRKS	CompSci 232 CMPTR & COMM NTWRKS
372	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
373	34650	Lec	A	4	LEVORATO, M.STAFFSTAFF	TuTh 3:30- 4:50p	DBH 1600	TBA	124	39 / 59		43	0	K and L	Bookstore		OPEN
374			(same as 17365 EECS 248A, Lec A; and 37000 Net Sys 201, Lec A)	(same as 17365 EECS 248A, Lec A; and 37000 Net Sys 201, Lec A)	(same as 17365 EECS 248A, Lec A; and 37000 Net Sys 201, Lec A)	(same as 17365 EECS 248A, Lec A; and 37000 Net Sys 201, Lec A)	(same as 17365 EECS 248A, Lec A; and 37000 Net Sys 201, Lec A)	(same as 17365 EECS 248A, Lec A; and 37000 Net Sys 201, Lec A)	(same as 17365 EECS 248A, Lec A; and 37000 Net Sys 201, Lec A)	(same as 17365 EECS 248A, Lec A; and 37000 Net Sys 201, Lec A)	(same as 17365 EECS 248A, Lec A; and 37000 Net Sys 201, Lec A)	(same as 17365 EECS 248A, Lec A; and 37000 Net Sys 201, Lec A)	(same as 17365 EECS 248A, Lec A; and 37000 Net Sys 201, Lec A)	(same as 17365 EECS 248A, Lec A; and 37000 Net Sys 201, Lec A)	(same as 17365 EECS 248A, Lec A; and 37000 Net Sys 201, Lec A)		
375	(same as 17365 EECS 248A, Lec A; and 37000 Net Sys 201, Lec A)																
376																	
377	CompSci 244 INTR EMBED UBIQ SYS	CompSci 244 INTR EMBED UBIQ SYS	CompSci 244 INTR EMBED UBIQ SYS	CompSci 244 INTR EMBED UBIQ SYS	CompSci 244 INTR EMBED UBIQ SYS	CompSci 244 INTR EMBED UBIQ SYS	CompSci 244 INTR EMBED UBIQ SYS	CompSci 244 INTR EMBED UBIQ SYS	CompSci 244 INTR EMBED UBIQ SYS	CompSci 244 INTR EMBED UBIQ SYS	CompSci 244 INTR EMBED UBIQ SYS	CompSci 244 INTR EMBED UBIQ SYS	CompSci 244 INTR EMBED UBIQ SYS	CompSci 244 INTR EMBED UBIQ SYS	CompSci 244 INTR EMBED UBIQ SYS	CompSci 244 INTR EMBED UBIQ SYS	CompSci 244 INTR EMBED UBIQ SYS
378	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
379	34670	Lec	A	4	BOZORGZADEH, E.STAFF	MW 9:30-10:50	PCB 1200	TBA	50	46 / 47	0	49	0	K and L	Bookstore		OPEN
380			(same as 36600 In4matx 244, Lec A)	(same as 36600 In4matx 244, Lec A)	(same as 36600 In4matx 244, Lec A)	(same as 36600 In4matx 244, Lec A)	(same as 36600 In4matx 244, Lec A)	(same as 36600 In4matx 244, Lec A)	(same as 36600 In4matx 244, Lec A)	(same as 36600 In4matx 244, Lec A)	(same as 36600 In4matx 244, Lec A)	(same as 36600 In4matx 244, Lec A)	(same as 36600 In4matx 244, Lec A)	(same as 36600 In4matx 244, Lec A)	(same as 36600 In4matx 244, Lec A)		
381	(same as 36600 In4matx 244, Lec A)																
382																	
383	CompSci 256 SYSTEMS AND ML	CompSci 256 SYSTEMS AND ML	CompSci 256 SYSTEMS AND ML	CompSci 256 SYSTEMS AND ML	CompSci 256 SYSTEMS AND ML	CompSci 256 SYSTEMS AND ML	CompSci 256 SYSTEMS AND ML	CompSci 256 SYSTEMS AND ML	CompSci 256 SYSTEMS AND ML	CompSci 256 SYSTEMS AND ML	CompSci 256 SYSTEMS AND ML	CompSci 256 SYSTEMS AND ML	CompSci 256 SYSTEMS AND ML	CompSci 256 SYSTEMS AND ML	CompSci 256 SYSTEMS AND ML	CompSci 256 SYSTEMS AND ML	CompSci 256 SYSTEMS AND ML
384	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
385	34690	Lec	A	4	ABDU JYOTHI, S.	MW 5:00- 6:20p	PCB 1200	TBA	50	30	0	36	0	K and L	Bookstore		OPEN
386																	
387	CompSci 265 GRAPH ALGORITHMS	CompSci 265 GRAPH ALGORITHMS	CompSci 265 GRAPH ALGORITHMS	CompSci 265 GRAPH ALGORITHMS	CompSci 265 GRAPH ALGORITHMS	CompSci 265 GRAPH ALGORITHMS	CompSci 265 GRAPH ALGORITHMS	CompSci 265 GRAPH ALGORITHMS	CompSci 265 GRAPH ALGORITHMS	CompSci 265 GRAPH ALGORITHMS	CompSci 265 GRAPH ALGORITHMS	CompSci 265 GRAPH ALGORITHMS	CompSci 265 GRAPH ALGORITHMS	CompSci 265 GRAPH ALGORITHMS	CompSci 265 GRAPH ALGORITHMS	CompSci 265 GRAPH ALGORITHMS	CompSci 265 GRAPH ALGORITHMS
388	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
389	34720	Lec	A	4	EPPSTEIN, D.	MWF 11:00-11:50	ELH 100	TBA	30	11	0	15	0	K and L	Bookstore		OPEN
390																	
391	CompSci 268 INTRO OPTIMIZATION	CompSci 268 INTRO OPTIMIZATION	CompSci 268 INTRO OPTIMIZATION	CompSci 268 INTRO OPTIMIZATION	CompSci 268 INTRO OPTIMIZATION	CompSci 268 INTRO OPTIMIZATION	CompSci 268 INTRO OPTIMIZATION	CompSci 268 INTRO OPTIMIZATION	CompSci 268 INTRO OPTIMIZATION	CompSci 268 INTRO OPTIMIZATION	CompSci 268 INTRO OPTIMIZATION	CompSci 268 INTRO OPTIMIZATION	CompSci 268 INTRO OPTIMIZATION	CompSci 268 INTRO OPTIMIZATION	CompSci 268 INTRO OPTIMIZATION	CompSci 268 INTRO OPTIMIZATION	CompSci 268 INTRO OPTIMIZATION
392	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
393	34730	Lec	A	4	MJOLSNESS, E.	MW 3:30- 4:50p	ICS 174	TBA	25	7	0	9	0	K and L	Bookstore		OPEN
394																	
395	CompSci 269S SEM THEORY OF A&DS	CompSci 269S SEM THEORY OF A&DS	CompSci 269S SEM THEORY OF A&DS	CompSci 269S SEM THEORY OF A&DS	CompSci 269S SEM THEORY OF A&DS	CompSci 269S SEM THEORY OF A&DS	CompSci 269S SEM THEORY OF A&DS	CompSci 269S SEM THEORY OF A&DS	CompSci 269S SEM THEORY OF A&DS	CompSci 269S SEM THEORY OF A&DS	CompSci 269S SEM THEORY OF A&DS	CompSci 269S SEM THEORY OF A&DS	CompSci 269S SEM THEORY OF A&DS	CompSci 269S SEM THEORY OF A&DS	CompSci 269S SEM THEORY OF A&DS	CompSci 269S SEM THEORY OF A&DS	CompSci 269S SEM THEORY OF A&DS
396	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
397	34740	Lec	A	2	PANAGEAS, I.	F 1:00- 1:50p	DBH 1427	TBA	24	4	0	4	0	K and L	Bookstore		OPEN
398																	
399	CompSci 271 INTRO ARTIFCL INTEL	CompSci 271 INTRO ARTIFCL INTEL	CompSci 271 INTRO ARTIFCL INTEL	CompSci 271 INTRO ARTIFCL INTEL	CompSci 271 INTRO ARTIFCL INTEL	CompSci 271 INTRO ARTIFCL INTEL	CompSci 271 INTRO ARTIFCL INTEL	CompSci 271 INTRO ARTIFCL INTEL	CompSci 271 INTRO ARTIFCL INTEL	CompSci 271 INTRO ARTIFCL INTEL	CompSci 271 INTRO ARTIFCL INTEL	CompSci 271 INTRO ARTIFCL INTEL	CompSci 271 INTRO ARTIFCL INTEL	CompSci 271 INTRO ARTIFCL INTEL	CompSci 271 INTRO ARTIFCL INTEL	CompSci 271 INTRO ARTIFCL INTEL	CompSci 271 INTRO ARTIFCL INTEL
400	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
401	34750	Lec	A	4	KASK, K.	MWF 1:00- 1:50p	SH 134	TBA	97	25	0	38	0	K and L	Bookstore		OPEN
402	34751	Dis	1	0	STAFFKASK, K.	W 5:00- 5:50p	DBH 1300		48	24	0	26	0	K and L	Bookstore		OPEN
403	34752	Dis	2	0	STAFFKASK, K.	W 6:00- 6:50p	DBH 1300		49	1	0	1	0	K and L	Bookstore		OPEN
404																	
405	CompSci 273A MACHINE LEARNING	CompSci 273A MACHINE LEARNING	CompSci 273A MACHINE LEARNING	CompSci 273A MACHINE LEARNING	CompSci 273A MACHINE LEARNING	CompSci 273A MACHINE LEARNING	CompSci 273A MACHINE LEARNING	CompSci 273A MACHINE LEARNING	CompSci 273A MACHINE LEARNING	CompSci 273A MACHINE LEARNING	CompSci 273A MACHINE LEARNING	CompSci 273A MACHINE LEARNING	CompSci 273A MACHINE LEARNING	CompSci 273A MACHINE LEARNING	CompSci 273A MACHINE LEARNING	CompSci 273A MACHINE LEARNING	CompSci 273A MACHINE LEARNING
406	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
407	34760	Lec	A	4	IHLER, A.	TuTh 3:30- 4:50p	SSL 140	TBA	98	23	0	37	0	K and L	Bookstore		OPEN
408																	
409	CompSci 274E DEEP GENRTV MODELS (Prerequisites)	CompSci 274E DEEP GENRTV MODELS (Prerequisites)	CompSci 274E DEEP GENRTV MODELS (Prerequisites)	CompSci 274E DEEP GENRTV MODELS (Prerequisites)	CompSci 274E DEEP GENRTV MODELS (Prerequisites)	CompSci 274E DEEP GENRTV MODELS (Prerequisites)	CompSci 274E DEEP GENRTV MODELS (Prerequisites)	CompSci 274E DEEP GENRTV MODELS (Prerequisites)	CompSci 274E DEEP GENRTV MODELS (Prerequisites)	CompSci 274E DEEP GENRTV MODELS (Prerequisites)	CompSci 274E DEEP GENRTV MODELS (Prerequisites)	CompSci 274E DEEP GENRTV MODELS (Prerequisites)	CompSci 274E DEEP GENRTV MODELS (Prerequisites)	CompSci 274E DEEP GENRTV MODELS (Prerequisites)	CompSci 274E DEEP GENRTV MODELS (Prerequisites)	CompSci 274E DEEP GENRTV MODELS (Prerequisites)	CompSci 274E DEEP GENRTV MODELS (Prerequisites)
410		"Previously offered as CompSci 295, ""DEEP GENRATIVE MDLS"". Students with prior credit for this CompSci 295 may not take CompSci 274E."	"Previously offered as CompSci 295, ""DEEP GENRATIVE MDLS"". Students with prior credit for this CompSci 295 may not take CompSci 274E."	"Previously offered as CompSci 295, ""DEEP GENRATIVE MDLS"". Students with prior credit for this CompSci 295 may not take CompSci 274E."	"Previously offered as CompSci 295, ""DEEP GENRATIVE MDLS"". Students with prior credit for this CompSci 295 may not take CompSci 274E."	"Previously offered as CompSci 295, ""DEEP GENRATIVE MDLS"". Students with prior credit for this CompSci 295 may not take CompSci 274E."	"Previously offered as CompSci 295, ""DEEP GENRATIVE MDLS"". Students with prior credit for this CompSci 295 may not take CompSci 274E."	"Previously offered as CompSci 295, ""DEEP GENRATIVE MDLS"". Students with prior credit for this CompSci 295 may not take CompSci 274E."	"Previously offered as CompSci 295, ""DEEP GENRATIVE MDLS"". Students with prior credit for this CompSci 295 may not take CompSci 274E."	"Previously offered as CompSci 295, ""DEEP GENRATIVE MDLS"". Students with prior credit for this CompSci 295 may not take CompSci 274E."	"Previously offered as CompSci 295, ""DEEP GENRATIVE MDLS"". Students with prior credit for this CompSci 295 may not take CompSci 274E."	"Previously offered as CompSci 295, ""DEEP GENRATIVE MDLS"". Students with prior credit for this CompSci 295 may not take CompSci 274E."	"Previously offered as CompSci 295, ""DEEP GENRATIVE MDLS"". Students with prior credit for this CompSci 295 may not take CompSci 274E."	"Previously offered as CompSci 295, ""DEEP GENRATIVE MDLS"". Students with prior credit for this CompSci 295 may not take CompSci 274E."	"Previously offered as CompSci 295, ""DEEP GENRATIVE MDLS"". Students with prior credit for this CompSci 295 may not take CompSci 274E."	"Previously offered as CompSci 295, ""DEEP GENRATIVE MDLS"". Students with prior credit for this CompSci 295 may not take CompSci 274E."	
411	"Previously offered as CompSci 295, ""DEEP GENRATIVE MDLS"". Students with prior credit for this CompSci 295 may not take CompSci 274E."																
412	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
413	34770	Lec	A	4	MANDT, S.STAFF	TuTh 12:30- 1:50p	PCB 1200	TBA	56	26	0	46	0	K and L	Bookstore		OPEN
414																	
415	CompSci 275 CONSTRAINT NETWORKS	CompSci 275 CONSTRAINT NETWORKS	CompSci 275 CONSTRAINT NETWORKS	CompSci 275 CONSTRAINT NETWORKS	CompSci 275 CONSTRAINT NETWORKS	CompSci 275 CONSTRAINT NETWORKS	CompSci 275 CONSTRAINT NETWORKS	CompSci 275 CONSTRAINT NETWORKS	CompSci 275 CONSTRAINT NETWORKS	CompSci 275 CONSTRAINT NETWORKS	CompSci 275 CONSTRAINT NETWORKS	CompSci 275 CONSTRAINT NETWORKS	CompSci 275 CONSTRAINT NETWORKS	CompSci 275 CONSTRAINT NETWORKS	CompSci 275 CONSTRAINT NETWORKS	CompSci 275 CONSTRAINT NETWORKS	CompSci 275 CONSTRAINT NETWORKS
416	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
417	34780	Lec	A	4	DECHTER, R.	MW 11:00-12:20p	PCB 1200	TBA	40	4	0	4	0	K and L	Bookstore		OPEN
418																	
419	CompSci 284A AI IN BIO AND MED	CompSci 284A AI IN BIO AND MED	CompSci 284A AI IN BIO AND MED	CompSci 284A AI IN BIO AND MED	CompSci 284A AI IN BIO AND MED	CompSci 284A AI IN BIO AND MED	CompSci 284A AI IN BIO AND MED	CompSci 284A AI IN BIO AND MED	CompSci 284A AI IN BIO AND MED	CompSci 284A AI IN BIO AND MED	CompSci 284A AI IN BIO AND MED	CompSci 284A AI IN BIO AND MED	CompSci 284A AI IN BIO AND MED	CompSci 284A AI IN BIO AND MED	CompSci 284A AI IN BIO AND MED	CompSci 284A AI IN BIO AND MED	CompSci 284A AI IN BIO AND MED
420		"Formerly titles ""ALGS FOR MOLBIO"". Students with prior credit for CompSci 284A, ""ALGS FOR MOLBIO"" may not take CompSci 284A, ""AI IN BIO AND MED""."	"Formerly titles ""ALGS FOR MOLBIO"". Students with prior credit for CompSci 284A, ""ALGS FOR MOLBIO"" may not take CompSci 284A, ""AI IN BIO AND MED""."	"Formerly titles ""ALGS FOR MOLBIO"". Students with prior credit for CompSci 284A, ""ALGS FOR MOLBIO"" may not take CompSci 284A, ""AI IN BIO AND MED""."	"Formerly titles ""ALGS FOR MOLBIO"". Students with prior credit for CompSci 284A, ""ALGS FOR MOLBIO"" may not take CompSci 284A, ""AI IN BIO AND MED""."	"Formerly titles ""ALGS FOR MOLBIO"". Students with prior credit for CompSci 284A, ""ALGS FOR MOLBIO"" may not take CompSci 284A, ""AI IN BIO AND MED""."	"Formerly titles ""ALGS FOR MOLBIO"". Students with prior credit for CompSci 284A, ""ALGS FOR MOLBIO"" may not take CompSci 284A, ""AI IN BIO AND MED""."	"Formerly titles ""ALGS FOR MOLBIO"". Students with prior credit for CompSci 284A, ""ALGS FOR MOLBIO"" may not take CompSci 284A, ""AI IN BIO AND MED""."	"Formerly titles ""ALGS FOR MOLBIO"". Students with prior credit for CompSci 284A, ""ALGS FOR MOLBIO"" may not take CompSci 284A, ""AI IN BIO AND MED""."	"Formerly titles ""ALGS FOR MOLBIO"". Students with prior credit for CompSci 284A, ""ALGS FOR MOLBIO"" may not take CompSci 284A, ""AI IN BIO AND MED""."	"Formerly titles ""ALGS FOR MOLBIO"". Students with prior credit for CompSci 284A, ""ALGS FOR MOLBIO"" may not take CompSci 284A, ""AI IN BIO AND MED""."	"Formerly titles ""ALGS FOR MOLBIO"". Students with prior credit for CompSci 284A, ""ALGS FOR MOLBIO"" may not take CompSci 284A, ""AI IN BIO AND MED""."	"Formerly titles ""ALGS FOR MOLBIO"". Students with prior credit for CompSci 284A, ""ALGS FOR MOLBIO"" may not take CompSci 284A, ""AI IN BIO AND MED""."	"Formerly titles ""ALGS FOR MOLBIO"". Students with prior credit for CompSci 284A, ""ALGS FOR MOLBIO"" may not take CompSci 284A, ""AI IN BIO AND MED""."	"Formerly titles ""ALGS FOR MOLBIO"". Students with prior credit for CompSci 284A, ""ALGS FOR MOLBIO"" may not take CompSci 284A, ""AI IN BIO AND MED""."	"Formerly titles ""ALGS FOR MOLBIO"". Students with prior credit for CompSci 284A, ""ALGS FOR MOLBIO"" may not take CompSci 284A, ""AI IN BIO AND MED""."	
421	"Formerly titles ""ALGS FOR MOLBIO"". Students with prior credit for CompSci 284A, ""ALGS FOR MOLBIO"" may not take CompSci 284A, ""AI IN BIO AND MED""."																
422	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
423	34790	Lec	A	4	XIE, X.	MW 8:00- 9:20	SSL 140	TBA	20	10	0	14	0	K and L	Bookstore		OPEN
424																	
425	CompSci 288 ALGTH MATCH MARKETS	CompSci 288 ALGTH MATCH MARKETS	CompSci 288 ALGTH MATCH MARKETS	CompSci 288 ALGTH MATCH MARKETS	CompSci 288 ALGTH MATCH MARKETS	CompSci 288 ALGTH MATCH MARKETS	CompSci 288 ALGTH MATCH MARKETS	CompSci 288 ALGTH MATCH MARKETS	CompSci 288 ALGTH MATCH MARKETS	CompSci 288 ALGTH MATCH MARKETS	CompSci 288 ALGTH MATCH MARKETS	CompSci 288 ALGTH MATCH MARKETS	CompSci 288 ALGTH MATCH MARKETS	CompSci 288 ALGTH MATCH MARKETS	CompSci 288 ALGTH MATCH MARKETS	CompSci 288 ALGTH MATCH MARKETS	CompSci 288 ALGTH MATCH MARKETS
426	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
427	34800	Lec	A	4	VAZIRANI, V.	MW 2:00- 3:20p	DBH 1300	TBA	35	10	0	13	0	K and L	Bookstore		OPEN
428																	
429	CompSci 295 GRAPH DATA ANALYSIS	CompSci 295 GRAPH DATA ANALYSIS	CompSci 295 GRAPH DATA ANALYSIS	CompSci 295 GRAPH DATA ANALYSIS	CompSci 295 GRAPH DATA ANALYSIS	CompSci 295 GRAPH DATA ANALYSIS	CompSci 295 GRAPH DATA ANALYSIS	CompSci 295 GRAPH DATA ANALYSIS	CompSci 295 GRAPH DATA ANALYSIS	CompSci 295 GRAPH DATA ANALYSIS	CompSci 295 GRAPH DATA ANALYSIS	CompSci 295 GRAPH DATA ANALYSIS	CompSci 295 GRAPH DATA ANALYSIS	CompSci 295 GRAPH DATA ANALYSIS	CompSci 295 GRAPH DATA ANALYSIS	CompSci 295 GRAPH DATA ANALYSIS	CompSci 295 GRAPH DATA ANALYSIS
430	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
431	34850	Lec	A	4	HAYES, W.	TuTh 9:30-10:50	PCB 1200	TBA	30	4	0	4	0	K and L	Bookstore		OPEN
432																	
433	CompSci 295 INTRO TO AGT	CompSci 295 INTRO TO AGT	CompSci 295 INTRO TO AGT	CompSci 295 INTRO TO AGT	CompSci 295 INTRO TO AGT	CompSci 295 INTRO TO AGT	CompSci 295 INTRO TO AGT	CompSci 295 INTRO TO AGT	CompSci 295 INTRO TO AGT	CompSci 295 INTRO TO AGT	CompSci 295 INTRO TO AGT	CompSci 295 INTRO TO AGT	CompSci 295 INTRO TO AGT	CompSci 295 INTRO TO AGT	CompSci 295 INTRO TO AGT	CompSci 295 INTRO TO AGT	CompSci 295 INTRO TO AGT
434	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
435	34860	Lec	B	4	PANAGEAS, I.	TuTh 5:00- 6:20p	PCB 1200	TBA	30	2	0	2	0	K and L	Bookstore		OPEN
436																	
437	CompSci 290 RESEARCH SEMINAR	CompSci 290 RESEARCH SEMINAR	CompSci 290 RESEARCH SEMINAR	CompSci 290 RESEARCH SEMINAR	CompSci 290 RESEARCH SEMINAR	CompSci 290 RESEARCH SEMINAR	CompSci 290 RESEARCH SEMINAR	CompSci 290 RESEARCH SEMINAR	CompSci 290 RESEARCH SEMINAR	CompSci 290 RESEARCH SEMINAR	CompSci 290 RESEARCH SEMINAR	CompSci 290 RESEARCH SEMINAR	CompSci 290 RESEARCH SEMINAR	CompSci 290 RESEARCH SEMINAR	CompSci 290 RESEARCH SEMINAR	CompSci 290 RESEARCH SEMINAR	CompSci 290 RESEARCH SEMINAR
438	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
439	34901	Sem	1	2	ABDU JYOTHI, S.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
440	34902	Sem	2	2	AMIRI SANI, A.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
441	34903	Sem	3	2	BALDI, P.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
442	34904	Sem	4	2	BERG, A.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
443	34905	Sem	5	2	BIC, L.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
444	34906	Sem	6	2	BOZORGZADEH, E.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
445	34907	Sem	7	2	BURTSEV, A.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
446	34908	Sem	8	2	CAREY, M.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
447	34909	Sem	9	2	CHEN, Q.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
448	34910	Sem	10	2	DECHTER, R.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
449	34911	Sem	11	2	DEMSKY, B.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
450	34912	Sem	12	2	DILLENCOURT, M.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
451	34913	Sem	13	2	DOURISH, J.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
452	34914	Sem	14	2	DUTT, N.	TBA	TBA	TBA	30	2		2	0	N and S	Bookstore		OPEN
453	34915	Sem	15	2	EL ZARKI, M.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
454	34916	Sem	16	2	EPPSTEIN, D.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
455	34917	Sem	17	2	FOWLKES, C.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
456	34918	Sem	18	2	FOX, R.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
457	34919	Sem	19	2	FRANZ, M.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
458	34920	Sem	20	2	GAGO MASAGUE, S.	TBA	TBA	TBA	30	0		4	0	N and S	Bookstore		OPEN
459	34921	Sem	21	2	GIVARGIS, T.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
460	34922	Sem	22	2	GOODRICH, M.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
461	34923	Sem	23	2	HARRIS, I.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
462	34924	Sem	24	2	HAYES, W.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
463	34925	Sem	25	2	HIRSCHBERG, D.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
464	34926	Sem	26	2	IHLER, A.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
465	34927	Sem	27	2	IMANI, M.	TBA	TBA	TBA	10	0		0	0	N and S	Bookstore		OPEN
466	34928	Sem	28	2	IRANI, S.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
467	34929	Sem	29	2	JARECKI, S.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
468	34930	Sem	30	2	JORDAN, S.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
469	34931	Sem	31	2	JUN, S.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
470	34932	Sem	32	2	KASK, K.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
471	34933	Sem	33	2	LEVORATO, M.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
472	34934	Sem	34	2	LI, C.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
473	34935	Sem	35	2	LOPES, C.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
474	34936	Sem	36	2	MAHLKE, S.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
475	34937	Sem	37	2	MAJUMDER, A.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
476	34938	Sem	38	2	MANDT, S.	TBA	TBA	TBA	30	0		0	0	N and S	Bookstore		OPEN
